"n" "ministere_client_" "code_naf" "siren" "direction" "date_prev" "fournisseur_actuel_d_electricite" "nom_du_site" "adresse" "code_postal" "ville" "siret" "rae" "type_de_tarif" "tension_de_raccordement" "p_16" "hph_17" "hch_18" "hpe_19" "hce_20" "hh_ejp_21" "p_ejp_22" "p_23" "hph_24" "hch_25" "hpe_26" "hce_27" "hh_ejp_28" "p_ejp_29" "p_30" "hph_31" "hch_32" "hpe_33" "hce_34" "hh_ejp_35" "p_ejp_36" "total" "electricite_100_verte_oui_non_"
"3387" 1056 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Ouest" 2015-11-01 "EDF" "INTERIEUR HOTEL DE POLICE PAU" "5 RUE OQUIN" "64015" "PAU" NA "30001650116000" "Jaune_Base_Longue Utilisation" "BT UL" "60" "60" "60" "60" "60" NA NA "63" "64" "41" "59" "35" NA NA "10708" "66572" "29584" "93092" "37379" NA NA "237335" "NON"
"3388" 1057 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGMP" 2015-11-01 "EDF" "GENDARMERIE NATIONALE/CASERNE SARRUT GM" "AVENUE DU GENERAL LECLERC" "09100" "PAMIERS" NA "30002330676620" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "50" "50" "50" "50" "50" NA NA "38" "42" "23" "37" "29" NA NA "4855" "23329" "19632" "31140" "23553" NA NA "102509" "NON"
"3389" 1058 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 87" 2015-11-01 "EDF" "PREFECTURE HAUTE VIENNE" "26 RUE DES COMBES" "87000" "LIMOGES" NA "30001550080211" "Jaune_Base_Longue Utilisation" "BT UL" NA "240" "240" "240" "240" NA NA NA "222" "77" "186" "62" NA NA NA "181140" "48564" "216937" "60526" NA NA "507167" "NON"
"3390" 1059 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPC" 2015-11-01 "EDF" "ESCADRON 46 2 GENDARM MOBILE" "RUE DU CHEVALIER DE TERNAY" "86100" "CHATELLERAULT" NA "30001540522008" "Jaune_Base_Longue Utilisation" "BT UL" "42" "42" "42" "54" "54" NA NA "17" "19" "20" "12" "10" NA NA "2250" "14413" "7312" "18342" "8245" NA NA "50562" "NON"
"3391" 1060 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Ouest" 2015-11-01 "EDF" "S G A P ATELIER AVANCE" "ALLEE THEOPHILE GRAMME" "87280" "LIMOGES" NA "30001550237140" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "66" "66" "66" "66" NA NA NA NA NA NA NA NA NA NA "28217" "6985" "21135" "6592" NA NA "62929" "NON"
"3392" 1061 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Ouest" 2015-11-01 "EDF" "HOTEL DE POLICE" "4 BOULEVARD ANATOLE FRANCE" "19100" "BRIVE LA GAILLARDE" NA "30001750168307" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "28583" "11991" "30402" "13634" NA NA "84610" "NON"
"3393" 1062 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGLIM" 2015-11-01 "EDF" "LEGION GENDARMERIE DU LIMOUSIN" "1 rue la saigne – meziere" "19220" "ST PRIVAT" NA "30001750047923" "Vert A5_Base_Courte Utilisation" "HTA CU" "3" "3" "62" "62" "62" NA NA "3" "4" "54" "5" "49" NA NA "304" "3018" "35310" "2697" "6478" NA NA "47807" "NON"
"3394" 1063 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud/DDSP 13" 2015-11-01 "EDF" "HOTEL DE POLICE D AIX" "AVENUE DE L EUROPE" "13090" "AIX EN PROVENCE" NA "30002520675298" "Vert A5_Base_Longue Utilisation" "HTA UL" "70" "70" "70" "70" "70" NA NA "73" "78" "54" "70" "50" NA NA "13503" "72902" "48938" "106744" "63963" NA NA "306050" "NON"
"3395" 1064 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Est" 2015-11-01 "EDF" "HOTEL DE POLICE" "RUE DE SAINT BRICE" "51100" "REIMS" NA "30000430163636" "Vert A5_Base_Longue Utilisation" "HTA UL" "150" "150" "150" "150" "150" NA NA "152" "154" "105" "203" "89" NA NA "36890" "164028" "120557" "220045" "124356" NA NA "665876" "NON"
"3396" 1065 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 70" 2015-11-01 "EDF" "SOUS PREFECTURE DE LURE" "18 SQUARE DU GENERAL DE GAULLE BP 149" "70200" "LURE" NA "30000640609053" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "20087" "6793" "17430" "5787" NA NA "50097" "NON"
"3397" 1066 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGLOR" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "RUE DU GENERAL BALFOURIER" "54000" "NANCY" NA "30000510107059" "Vert A5_Base_Longue Utilisation" "HTA UL" "55" "55" "55" "55" "55" NA NA "55" "57" "33" "50" "27" NA NA "11287" "55376" "37114" "79355" "44047" NA NA "227179" "NON"
"3398" 1067 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGBOUR" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "33 RUE DES MIGRAINES" "89000" "AUXERRE" NA "30001240289502" "Jaune_Base_Longue Utilisation" "BT UL" "36" "36" "36" "42" "42" NA NA "34" "35" "26" "26" "20" NA NA "6304" "35206" "17873" "45756" "20706" NA NA "125845" "NON"
"3399" 1068 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Ouest" 2015-11-01 "EDF" "CRS N°42" "PLACE DU MAQUIS DE SAFFRE" "44800" "ST HERBLAIN" NA "30001420324298" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "150" "150" "150" "150" "150" NA NA "149" "157" "106" "135" "89" NA NA "21527" "108351" "63216" "115379" "51721" NA NA "360194" "NON"
"3400" 1069 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 34" 2015-11-01 "EDF" "SOUS PREFECTURE DE BEZIERS" "PLACE GENERAL DE GAULLE" "34500" "BEZIERS" NA "30002430198301" "Jaune_Base_Longue Utilisation" "BT UL" NA "54" "54" "54" "54" NA NA NA NA NA NA NA NA NA NA "44984" "11597" "50383" "13063" NA NA "120027" "NON"
"3401" 1070 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud" 2015-11-01 "EDF" "COMMISSARIAT POLICE" "6 PLACE DU CHATEAU" "30200" "BAGNOLS SUR CEZE" NA "30002450945426" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "18044" "9162" "25182" "10513" NA NA "62901" "NON"
"3402" 1071 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Nord/DDSP 62" 2015-11-01 "EDF" "COMMISSARIAT DE POLICE" "1 B RUE LOUIS PASTEUR" "62220" "CARVIN" NA "30000130372309" "Jaune_Base_Longue Utilisation" "BT UL" NA "24" "24" "42" "42" NA NA NA NA NA NA NA NA NA NA "28424" "9083" "34437" "12112" NA NA "84056" "NON"
"3403" 1072 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Nord/DDSP 62" 2015-11-01 "EDF" "HOTEL DE POLICE" "15 PLACE DE LORRAINE" "62100" "CALAIS" NA "30000150752556" "Jaune_Base_Longue Utilisation" "BT UL" "48" "48" "48" "48" "48" NA NA "42" "42" "28" "40" "27" NA NA "2049" "46385" "19319" "54106" "24826" NA NA "146685" "NON"
"3404" 1073 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Nord/DDSP80" 2015-11-01 "EDF" "HOTEL DE POLICE" "PLACE AU FEURRE" "80000" "AMIENS" NA "30000160381980" "Jaune_Base_Longue Utilisation" "BT UL" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "71639" "29407" "92202" "40636" NA NA "233884" "NON"
"3405" 1074 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGHN" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "45 AVENUE DU MONT AUX MALADES" "76130" "MONT ST AIGNAN" NA "30000211492432" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "30" "30" "30" "150" "170" NA NA "138" "141" "129" "127" "106" NA NA "9800" "51938" "44097" "158899" "112796" NA NA "377530" "NON"
"3406" 1075 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGHN" 2015-11-01 "EDF" "GENDARMERIE" "21 RUE DE LA LIBERATION" "27700" "LES ANDELYS" NA "30000220376005" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA "20" "12" "18" "12" NA NA NA "18062" "5518" "19023" "6582" NA NA "49185" "NON"
"3407" 1076 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGAUV" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "AVENUE DE VILLARS" "63400" "CHAMALIERES" NA "30001710273895" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "25" "25" "125" "125" "125" NA NA "18" "102" "139" "79" "85" NA NA "2573" "20265" "81258" "22752" "25015" NA NA "151863" "NON"
"3408" 1077 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGLIM" 2015-11-01 "EDF" "GROUP GENDARMERIE DE LA CREUSE" "Caserne BONGEOT – 2 route de Corbigny" "23000" "GUERET" NA "30001720054430" "Vert A5_Base_Longue Utilisation" "HTA UL" "100" "100" "100" "100" "100" NA NA "100" "99" NA "85" NA NA NA "14658" "75415" "51662" "104135" "64316" NA NA "310186" "NON"
"3409" 1078 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 03" 2015-11-01 "EDF" "PREFECTURE DE L'ALLIER" "55 COURS JEAN JAURES" "03000" "MOULINS" NA "30001730111163" "Vert A5_Base_Longue Utilisation" "HTA UL" "110" "110" "110" "110" "110" NA NA "74" "84" "41" "76" "38" NA NA "12128" "57806" "36928" "105394" "55007" NA NA "267263" "NON"
"3410" 1079 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Est" 2015-11-01 "EDF" "SGAP GOUVERNEUR" "215 RUE ANDRE PHILIP" "69003" "LYON 03" NA "30001911566202" "Jaune_Base_Longue Utilisation" "BT UL" NA "120" "120" "120" "120" NA NA NA NA NA NA NA NA NA NA "102132" "40398" "49990" "14910" NA NA "207430" "NON"
"3411" 1080 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGRA" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "LIEU DIT LE BOURG" "42990" "ST GEORGES EN COUZAN" NA "30001980304275" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "5" "5" "80" "80" "80" NA NA "2" "2" "88" "2" "87" NA NA "237" "1214" "39864" "850" "14185" NA NA "56350" "NON"
"3412" 1081 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGRA" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "35 RUE ETIENNE DOLET" "42300" "ROANNE" NA "30001980583801" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "70" "70" "70" "70" "70" NA NA "77" "67" "45" "51" "38" NA NA "9910" "44867" "36260" "50046" "37868" NA NA "178951" "NON"
"3413" 1082 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Est" 2015-11-01 "EDF" "C . R . S    50" "LOTISSEMENT VAL DE VAURE" "42350" "LA TALAUDIERE" NA "30001980142387" "Jaune_Base_Longue Utilisation" "BT UL" "84" "84" "84" "84" "84" NA NA "96" "103" "60" "64" "47" NA NA "9651" "56401" "30950" "53059" "28887" NA NA "178948" "NON"
"3414" 1083 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGRA" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "L S T CASERNE BRENIER 38317 BOURGOIN JALLIEU" "38317" "BOURGOIN JALLIEU" NA "30001930766901" "Vert A5_Base_Longue Utilisation" "HTA UL" "87" "87" "87" "87" "87" NA NA "135" "140" NA "80" NA NA NA "14830" "75955" "70930" "53270" "44085" NA NA "259070" "NON"
"3415" 1084 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPIC" 2015-11-01 "EDF" "CASERNE DE GENDARMERIE   LOGTS" "RUE PAUL ROUGE OFFICIER" "60300" "SENLIS" NA "30000168391306" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "19379" "9519" "13355" "6533" NA NA "48786" "NON"
"3416" 1085 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Pref 60" 2015-11-01 "EDF" "PREFECTURE DE L'OISE" "AVENUE DE L EUROPE" "60000" "BEAUVAIS" NA "30000160897220" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "60" "60" "60" "60" NA NA NA "52" "20" "52" "20" NA NA NA "54407" "14660" "64133" "19744" NA NA "152944" "NON"
"3417" 1086 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGIF" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "18 BOULEVARD JULES MANSARD" "92000" "NANTERRE" NA "30002140050141" "Jaune_Base_Longue Utilisation" "BT UL" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "23232" "9028" "23521" "9392" NA NA "65173" "NON"
"3418" 1087 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "HOTEL DE POLICE CV ZAC FONTANE" "5 RUE AUGUSTE BEAU" "92400" "COURBEVOIE" NA "30002141487736" "Vert A5_Base_Courte Utilisation" "HTA CU" "95" "95" "95" "95" "95" NA NA "61" "58" "50" "30" "22" NA NA "10489" "50724" "40315" "51694" "31873" NA NA "185095" "NON"
"3419" 1088 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "MINIST INTERIEUR CRS N°7" "46 RUE CAMILLE FLAMMARION" "95170" "DEUIL LA BARRE" NA "30002150227878" "Vert A5_Base_Longue Utilisation" "HTA UL" "130" "130" "130" "130" "130" NA NA "121" "133" "105" "116" "111" NA NA "17283" "91499" "53016" "144204" "70430" NA NA "376432" "NON"
"3420" 1089 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "HOTEL DE POLICE" "1 AVENUE DU GENERAL DE GAULLE" "77140" "NEMOURS" NA "30002211314604" "Jaune_Base_Longue Utilisation" "BT UL" NA "24" "24" "42" "42" NA NA NA NA NA NA NA NA NA NA "19556" "10615" "21869" "13508" NA NA "65548" "NON"
"3421" 1090 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 74" 2015-11-01 "EDF" "SOUS PREFECTURE DE ST JULIEN" "AVENUE DE GENEVE" "74160" "ST JULIEN EN GENEVOIS" NA "30001950486682" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "54" "54" "54" "54" NA NA NA "32" "24" "28" "22" NA NA NA "28302" "11433" "22467" "7741" NA NA "69943" "NON"
"3422" 1091 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/DGSI" 2015-11-01 "EDF" "C.T.A" "CHEMIN DEPARTEMENTAL 40" "91470" "BOULLAY LES TROUX" NA "30002221180187" "Jaune_Base_Longue Utilisation" "BT UL" NA "216" "216" "216" "216" NA NA NA NA NA NA NA NA NA NA "317678" "156446" "411120" "200961" NA NA "1086205" "NON"
"3423" 1092 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGIF" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "1 AVENUE DES PEUPLIERS" "91700" "FLEURY MEROGIS" NA "30002220251381" "Vert A5_Base_Longue Utilisation" "HTA UL" "80" "80" "80" "80" "80" NA NA "58" "59" "58" "43" "39" NA NA "7276" "34112" "32383" "13642" "11054" NA NA "98467" "NON"
"3424" 1093 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "COMMISSARIAT DE POLICE" "AVENUE DE STALINGRAD" "94800" "VILLEJUIF" NA "30002230384575" "Jaune_Base_Longue Utilisation" "BT UL" NA "36" "36" "42" "42" NA NA NA NA NA NA NA NA NA NA "35084" "12340" "42740" "15282" NA NA "105446" "NON"
"3425" 1094 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "DPAF ORLY" "AEROPORT D'ORLY" "94310" "ORLY" NA "30002231325531" "Jaune_Base_Longue Utilisation" "BT UL" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "31418" "12709" "37777" "15449" NA NA "97353" "NON"
"3426" 1095 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/CTGN" 2015-11-01 "EDF" "2GENDARMERIE NATIONALE CATGN" "13 RUE BABEUF" "93110" "ROSNY SOUS BOIS" NA "30002240494274" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "13098" "4520" "39835" "16810" NA NA "74263" "NON"
"3427" 1096 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGRA" 2015-11-01 "EDF" "GENDARMERIE MOBILE" "AVENUE DE TURIN" "73000" "BASSENS" NA "30001960386359" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "65" "65" "65" "65" "65" NA NA "71" "73" "51" "63" "43" NA NA "14224" "70937" "51558" "85715" "49609" NA NA "272043" "NON"
"3428" 1097 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGRA" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "RUE DU PARC" "07450" "BURZET" NA "30001970197799" "Jaune_Base_Longue Utilisation" "BT UL" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "665" "276" "259" "56" NA NA "1256" "NON"
"3429" 1098 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Nord/DDSP80" 2015-11-01 "EDF" "DDSP80" "23 RUE DES OTAGES" "80000" "AMIENS" NA "30000160202807" "Jaune_Base_Longue Utilisation" "BT UL" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "16480" "5481" "33851" "9926" NA NA "65738" "NON"
"3430" 1099 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPACA/05" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "CASERNE FONTREYNE" "05000" "GAP" NA "30002560596686" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA "34" "25" "34" "22" NA NA NA "41676" "19246" "51572" "26469" NA NA "138963" "NON"
"3431" 1100 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGIF" 2015-11-01 "EDF" "CASERNE DE ROSE ILOT B" "RUE MERLHE" "93440" "DUGNY" NA "30002251680260" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "24215" "11629" "27232" "13957" NA NA "77033" "NON"
"3432" 1101 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 66" 2015-11-01 "EDF" "SOUS PREFECTURE" "177 AVENUE GENERAL DE GAULLE" "66500" "PRADES" NA "30002420487404" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "10895" "3694" "9455" "3055" NA NA "27099" "NON"
"3433" 1102 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud/DDSP 13" 2015-11-01 "EDF" "COMMISSARIAT DU 5EME" "CHEMIN SAINT JEAN DU DESERT" "13005" "MARSEILLE 05" NA "30002510570111" "Jaune_Base_Longue Utilisation" "BT UL" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "32610" "13299" "41885" "17578" NA NA "105372" "NON"
"3434" 1103 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPACA/83" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "LE PRE DE PAQUES" "83170" "BRIGNOLES" NA "30002530566075" "Jaune_Base_Longue Utilisation" "BT UL" NA "144" "144" "144" "144" NA NA NA NA NA NA NA NA NA NA "160401" "78376" "37859" "17522" NA NA "294158" "NON"
"3435" 1104 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud" 2015-11-01 "EDF" "HOTEL DE POLICE" "RUE XAVIER SAVELLI" "83000" "TOULON" NA "30002530062642" "Vert A5_Base_Longue Utilisation" "HTA UL" "184" "184" "184" "184" "184" NA NA "152" "163" NA "163" NA NA NA "29258" "168190" "105565" "254551" "139447" NA NA "697011" "NON"
"3436" 1105 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud" 2015-11-01 "EDF" "S.G ADMINISTRATION POLICE" "45 RUE MARECHAL VAUBAN" "06300" "NICE" NA "30002540176933" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "90" "90" "90" "90" NA NA NA NA NA NA NA NA NA NA "32667" "3726" "41200" "4523" NA NA "82116" "NON"
"3437" 1106 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 09" 2015-11-01 "EDF" "PREFECTURE DE L'ARIEGE" "2 RUE DE LA PREFECTURE" "09007" "FOIX" NA "50032850890269" "Jaune_Base_Longue Utilisation" "BT UL" "120" "120" "120" "120" "120" NA NA "79" "77" "45" "74" "46" NA NA "11970" "66313" "26209" "93112" "33690" NA NA "231294" "NON"
"3438" 1107 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGRA" 2015-11-01 "EDF" "GENDARMERIE" "79 CHEMIN DES CHOITRES" "73310" "CHINDRIEUX" NA "50002749593639" "Jaune_Base_Longue Utilisation" "BT UL" "42" "42" "42" "42" "42" NA NA "16" "16" "13" "9" "8" NA NA "1597" "8178" "4954" "6858" "4485" NA NA "26072" "NON"
"3439" 1108 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGIF" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "24 RUE DE SANCY" "77560" "VILLIERS ST GEORGES" NA "30002214631989" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "54" "54" "54" "54" NA NA NA "56" "53" "37" "27" NA NA NA "51763" "26066" "12917" "8183" NA NA "98929" "NON"
"3440" 1109 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGCA/10" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "2 RUE EDOUARD BLAISE" "10200" "BAR SUR AUBE" NA "30000450633121" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "17255" "6285" "16019" "6060" NA NA "45619" "NON"
"3441" 1110 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPL" 2015-11-01 "EDF" "GENDARMERIE DE GUERANDE" "2 RUE ROGER CAMARET" "44350" "GUERANDE" NA "50046309640907" "Jaune_Base_Longue Utilisation" "BT UL" "42" "42" "42" "42" "42" NA NA "15" "18" "13" "13" "14" NA NA "2439" "13637" "8594" "13776" "11691" NA NA "50137" "NON"
"3442" 1111 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGAQ" 2015-11-01 "EDF" "GENDARMERIE ST ANDRE DE CUBZAC" "1455 AVENUE JULES FERRY" "33240" "ST ANDRE DE CUBZAC_00" NA "30001612159711" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "10415" "5054" "13279" "6510" NA NA "35258" "NON"
"3443" 1112 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPL" 2015-11-01 "EDF" "CASERNE DE GENDARMERIE" "AVENUE DU GENERAL DE GAULLE" "53500" "ERNEE" NA "50070622231148" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA "12" "10" "12" "9" NA NA NA "10028" "4352" "10794" "4706" NA NA "29880" "NON"
"3444" 1113 "Ministère de l'Intérieur" "84.24Z" 110014016 "SC" 2015-11-01 "EDF" "CENTRE DEMINAGE SC DE CREPY" "RUE DU LAVIER" "02870" "CREPY" NA "30000414050507" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "96" "96" "96" "96" NA NA NA "83" "70" "35" "29" NA NA NA "45079" "20525" "24050" "11383" NA NA "101037" "NON"
"3445" 1114 "Ministère de l'Intérieur" "84.24Z" 110014016 "SC" 2015-11-01 "EDF" "BASE HELICOPTERES SC DE BREVILLE" "ROUTE DE L AERODROME" "50290" "BREVILLE SUR MER" NA "50083212686166" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "84" "84" "84" "84" NA NA NA "25" "11" "12" "13" NA NA NA "4303" "2118" "4003" "2162" NA NA "12586" "NON"
"3446" 1115 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGMP" 2015-11-01 "EDF" "GENDARMERIE NATIONALE / CIE GD GAILLAC" "17 AVENUE GEORGES SPENALE" "81600" "GAILLAC" NA "50097250313766" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "60" "60" "60" "60" NA NA NA "47" "42" "31" "29" NA NA NA "48079" "29366" "30776" "26319" NA NA "134540" "NON"
"3447" 1116 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 13" 2015-11-01 "EDF" "PREFECTURE DES BOUCHES DU RHONE" "2 RUE BEAUVAU" "13001" "MARSEILLE 01" NA "30002510023159" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "72" "72" "72" "72" NA NA NA "7" "4" "7" "5" NA NA NA "4511" "1598" "5952" "2140" NA NA "14201" "NON"
"3448" 1117 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGMP" 2015-11-01 "EDF" "BRIGADE MOTORISE/PELETON D'AUTOROUTE" "GARE DE PEAGE ST GERMAIN" "12100" "MILLAU" NA "30002350529392" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "14580" "7328" "10745" "5490" NA NA "38143" "NON"
"3449" 1118 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 46" 2015-11-01 "EDF" "PREFECTURE DU LOT" "RUE CLEMENT MAROT" "46000" "CAHORS" NA "30002340085905" "Jaune_Base_Longue Utilisation" "BT UL" NA "84" "84" "84" "84" NA NA NA NA NA NA NA NA NA NA "52140" "24525" "43189" "20051" NA NA "139905" "NON"
"3450" 1119 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGBOUR" 2015-11-01 "EDF" "REGION DE GENDARMERIE  DE BOURGOGNE" "RUE PONSARD" "21320" "POUILLY EN AUXOIS" NA "50011831907653" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "54" "54" "54" "54" NA NA NA "22" "20" "16" "16" NA NA NA "18343" "15499" "8590" "16001" NA NA "58433" "NON"
"3451" 1120 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGFC" 2015-11-01 "EDF" "NOUVELLE GENDARMERIE" "33 GRANDE RUE" "25380" "BELLEHERBE" NA "50051918776462" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA "31" "29" "32" "32" NA NA NA "8528" "4932" "3197" "2167" NA NA "18824" "NON"
